term,tf,df,doc_frac,idf,jargon_score
above-described,14,14,0.0014,7.502390165874306,20.316849197443158
suggestion,14,14,0.0014,7.502390165874306,20.316849197443158
reveals,14,14,0.0014,7.502390165874306,20.316849197443158
responsible,14,13,0.0013,7.571383037361257,20.503685356948015
cancellous,14,10,0.001,7.812545094178145,21.156764313409212
cerclage,14,11,0.0011,7.725533717188516,20.921133136454266
bolus,14,11,0.0011,7.725533717188516,20.921133136454266
foraminal,14,12,0.0012,7.645491009514979,20.704373465842178
did,14,14,0.0014,7.502390165874306,20.316849197443158
intra-capsular,14,13,0.0013,7.571383037361257,20.503685356948015
ioversol,14,14,0.0014,7.502390165874306,20.316849197443158
silhouetting,14,13,0.0013,7.571383037361257,20.503685356948015
mature,14,12,0.0012,7.645491009514979,20.704373465842178
ovariohysterectomy,14,13,0.0013,7.571383037361257,20.503685356948015
interosseous,14,10,0.001,7.812545094178145,21.156764313409212
off,14,12,0.0012,7.645491009514979,20.704373465842178
episode,14,13,0.0013,7.571383037361257,20.503685356948015
recumbent,14,14,0.0014,7.502390165874306,20.316849197443158
face,14,11,0.0011,7.725533717188516,20.921133136454266
stabilization,14,14,0.0014,7.502390165874306,20.316849197443158
wires,14,10,0.001,7.812545094178145,21.156764313409212
lethargy,14,14,0.0014,7.502390165874306,20.316849197443158
insensitive,14,14,0.0014,7.502390165874306,20.316849197443158
pollicis,14,14,0.0014,7.502390165874306,20.316849197443158
hypogastric,14,9,0.0009,7.90785527398247,21.4148690649954
older,14,14,0.0014,7.502390165874306,20.316849197443158
calcium,14,14,0.0014,7.502390165874306,20.316849197443158
salter,14,14,0.0014,7.502390165874306,20.316849197443158
serosanguinous,14,14,0.0014,7.502390165874306,20.316849197443158
tracheobronchitis,14,14,0.0014,7.502390165874306,20.316849197443158
deemed,14,11,0.0011,7.725533717188516,20.921133136454266
cholecystolith,14,14,0.0014,7.502390165874306,20.316849197443158
predispose,14,14,0.0014,7.502390165874306,20.316849197443158
folded,14,13,0.0013,7.571383037361257,20.503685356948015
harris,14,14,0.0014,7.502390165874306,20.316849197443158
angiogram,14,14,0.0014,7.502390165874306,20.316849197443158
histoplasma,14,13,0.0013,7.571383037361257,20.503685356948015
what,14,13,0.0013,7.571383037361257,20.503685356948015
sepsis,14,13,0.0013,7.571383037361257,20.503685356948015
pterygoid,14,7,0.0007,8.130998825296679,22.019153004006505
non-functional,14,14,0.0014,7.502390165874306,20.316849197443158
swirling,14,14,0.0014,7.502390165874306,20.316849197443158
mineralizing,14,13,0.0013,7.571383037361257,20.503685356948015
overlap,14,10,0.001,7.812545094178145,21.156764313409212
hippocampus,14,7,0.0007,8.130998825296679,22.019153004006505
oval,14,14,0.0014,7.502390165874306,20.316849197443158
natural,14,14,0.0014,7.502390165874306,20.316849197443158
injuries,14,12,0.0012,7.645491009514979,20.704373465842178
thinned,14,14,0.0014,7.502390165874306,20.316849197443158
loosely,14,14,0.0014,7.502390165874306,20.316849197443158
among,14,14,0.0014,7.502390165874306,20.316849197443158
concavity,14,14,0.0014,7.502390165874306,20.316849197443158
micronodular,14,10,0.001,7.812545094178145,21.156764313409212
toxicity,14,14,0.0014,7.502390165874306,20.316849197443158
abruptly,14,12,0.0012,7.645491009514979,20.704373465842178
dysfunction,14,14,0.0014,7.502390165874306,20.316849197443158
oval-shaped,14,13,0.0013,7.571383037361257,20.503685356948015
antebrachia,14,11,0.0011,7.725533717188516,20.921133136454266
hematuria,14,12,0.0012,7.645491009514979,20.704373465842178
ii,14,10,0.001,7.812545094178145,21.156764313409212
supracondylar,14,11,0.0011,7.725533717188516,20.921133136454266
coagulopathy,14,13,0.0013,7.571383037361257,20.503685356948015
noncompressive,14,14,0.0014,7.502390165874306,20.316849197443158
providing,14,14,0.0014,7.502390165874306,20.316849197443158
disrupted,14,14,0.0014,7.502390165874306,20.316849197443158
edematous,14,10,0.001,7.812545094178145,21.156764313409212
ocd,14,12,0.0012,7.645491009514979,20.704373465842178
grossly,14,13,0.0013,7.571383037361257,20.503685356948015
her,14,11,0.0011,7.725533717188516,20.921133136454266
anatomical,14,13,0.0013,7.571383037361257,20.503685356948015
shifting,14,14,0.0014,7.502390165874306,20.316849197443158
complement,14,14,0.0014,7.502390165874306,20.316849197443158
senile,13,13,0.0013,7.571383037361257,19.981313900072863
sertoli,13,12,0.0012,7.645491009514979,20.176889087168068
osteochondral,13,12,0.0012,7.645491009514979,20.176889087168068
dissipated,13,13,0.0013,7.571383037361257,19.981313900072863
pseudocyst,13,13,0.0013,7.571383037361257,19.981313900072863
ingested,13,11,0.0011,7.725533717188516,20.388126381536168
peri-spinal,13,13,0.0013,7.571383037361257,19.981313900072863
outlined,13,13,0.0013,7.571383037361257,19.981313900072863
peridiverticular,13,8,0.0008,8.013215789640297,21.147335863438947
ureteroliths,13,11,0.0011,7.725533717188516,20.388126381536168
thinner,13,13,0.0013,7.571383037361257,19.981313900072863
parts,13,13,0.0013,7.571383037361257,19.981313900072863
consistency,13,12,0.0012,7.645491009514979,20.176889087168068
hospitalization,13,12,0.0012,7.645491009514979,20.176889087168068
clean,13,10,0.001,7.812545094178145,20.617754393740565
subluxated,13,13,0.0013,7.571383037361257,19.981313900072863
noncontrast-enhancing,13,7,0.0007,8.130998825296679,21.458172046992257
interim,13,13,0.0013,7.571383037361257,19.981313900072863
emergency,13,12,0.0012,7.645491009514979,20.176889087168068
ending,13,13,0.0013,7.571383037361257,19.981313900072863
hydromyelia,13,10,0.001,7.812545094178145,20.617754393740565
paraprostatic,13,9,0.0009,7.90785527398247,20.869283422340114
hematopoietic,13,13,0.0013,7.571383037361257,19.981313900072863
vacuum,13,13,0.0013,7.571383037361257,19.981313900072863
hyperthyroidism,13,13,0.0013,7.571383037361257,19.981313900072863
peri-gastric,13,10,0.001,7.812545094178145,20.617754393740565
malformed,13,10,0.001,7.812545094178145,20.617754393740565
kinking,13,12,0.0012,7.645491009514979,20.176889087168068
tracks,13,11,0.0011,7.725533717188516,20.388126381536168
reverse,13,13,0.0013,7.571383037361257,19.981313900072863
alp,13,12,0.0012,7.645491009514979,20.176889087168068
nonmalignant,13,13,0.0013,7.571383037361257,19.981313900072863
voluminous,13,13,0.0013,7.571383037361257,19.981313900072863
malunion,13,11,0.0011,7.725533717188516,20.388126381536168
flexion,13,11,0.0011,7.725533717188516,20.388126381536168
bacteria,13,12,0.0012,7.645491009514979,20.176889087168068
fish,13,7,0.0007,8.130998825296679,21.458172046992257
distorts,13,13,0.0013,7.571383037361257,19.981313900072863
osteolucencies,13,10,0.001,7.812545094178145,20.617754393740565
successful,13,13,0.0013,7.571383037361257,19.981313900072863
urethrolith,13,11,0.0011,7.725533717188516,20.388126381536168
bronchoalveolar,13,13,0.0013,7.571383037361257,19.981313900072863
articulation,13,11,0.0011,7.725533717188516,20.388126381536168
hematopoesis,13,13,0.0013,7.571383037361257,19.981313900072863
spreading,13,11,0.0011,7.725533717188516,20.388126381536168
passing,13,13,0.0013,7.571383037361257,19.981313900072863
explains,13,13,0.0013,7.571383037361257,19.981313900072863
targetoid,13,9,0.0009,7.90785527398247,20.869283422340114
heteroechoic,13,12,0.0012,7.645491009514979,20.176889087168068
obstructing,13,11,0.0011,7.725533717188516,20.388126381536168
phenomenon,13,13,0.0013,7.571383037361257,19.981313900072863
plaque-like,13,10,0.001,7.812545094178145,20.617754393740565
front,13,9,0.0009,7.90785527398247,20.869283422340114
follicles,13,13,0.0013,7.571383037361257,19.981313900072863
restrictive,13,13,0.0013,7.571383037361257,19.981313900072863
tongue,13,8,0.0008,8.013215789640297,21.147335863438947
hand,13,13,0.0013,7.571383037361257,19.981313900072863
neutral,13,10,0.001,7.812545094178145,20.617754393740565
distolateral,13,12,0.0012,7.645491009514979,20.176889087168068
individual,13,11,0.0011,7.725533717188516,20.388126381536168
ulcerative,13,12,0.0012,7.645491009514979,20.176889087168068
compliance,13,12,0.0012,7.645491009514979,20.176889087168068
sprain,13,13,0.0013,7.571383037361257,19.981313900072863
urocystoliths,13,12,0.0012,7.645491009514979,20.176889087168068
premature,13,13,0.0013,7.571383037361257,19.981313900072863
sexual,13,13,0.0013,7.571383037361257,19.981313900072863
tubes,13,8,0.0008,8.013215789640297,21.147335863438947
ends,13,13,0.0013,7.571383037361257,19.981313900072863
bicortical,13,13,0.0013,7.571383037361257,19.981313900072863
distinguish,13,13,0.0013,7.571383037361257,19.981313900072863
reduce,13,12,0.0012,7.645491009514979,20.176889087168068
scrotal,13,11,0.0011,7.725533717188516,20.388126381536168
collect,13,11,0.0011,7.725533717188516,20.388126381536168
graininess,13,13,0.0013,7.571383037361257,19.981313900072863
perineural,13,10,0.001,7.812545094178145,20.617754393740565
proximolateral,13,13,0.0013,7.571383037361257,19.981313900072863
stimulation,13,13,0.0013,7.571383037361257,19.981313900072863
enema,13,11,0.0011,7.725533717188516,20.388126381536168
referring,13,13,0.0013,7.571383037361257,19.981313900072863
limit,13,13,0.0013,7.571383037361257,19.981313900072863
crcd,13,10,0.001,7.812545094178145,20.617754393740565
correspond,13,12,0.0012,7.645491009514979,20.176889087168068
scar,13,12,0.0012,7.645491009514979,20.176889087168068
except,13,13,0.0013,7.571383037361257,19.981313900072863
atlas,13,10,0.001,7.812545094178145,20.617754393740565
stacked,13,13,0.0013,7.571383037361257,19.981313900072863
hepatopetal,13,13,0.0013,7.571383037361257,19.981313900072863
distomedial,13,12,0.0012,7.645491009514979,20.176889087168068
uptake,13,10,0.001,7.812545094178145,20.617754393740565
calcinosis,13,13,0.0013,7.571383037361257,19.981313900072863
represented,13,11,0.0011,7.725533717188516,20.388126381536168
vary,13,12,0.0012,7.645491009514979,20.176889087168068
safely,13,13,0.0013,7.571383037361257,19.981313900072863
repair,13,12,0.0012,7.645491009514979,20.176889087168068
scrotum,13,9,0.0009,7.90785527398247,20.869283422340114
ceruminous,13,13,0.0013,7.571383037361257,19.981313900072863
grainy,13,13,0.0013,7.571383037361257,19.981313900072863
pocus,13,13,0.0013,7.571383037361257,19.981313900072863
appetite,13,12,0.0012,7.645491009514979,20.176889087168068
osteolucency,13,9,0.0009,7.90785527398247,20.869283422340114
eccentrically,13,10,0.001,7.812545094178145,20.617754393740565
cytological,12,12,0.0012,7.645491009514979,19.6102972523334
finely,12,9,0.0009,7.90785527398247,20.283248303900162
penetration,12,12,0.0012,7.645491009514979,19.6102972523334
sclerosing,12,12,0.0012,7.645491009514979,19.6102972523334
digestion,12,11,0.0011,7.725533717188516,19.815602743950123
choledochitis,12,12,0.0012,7.645491009514979,19.6102972523334
ungual,12,8,0.0008,8.013215789640297,20.55349269083852
resonance,12,12,0.0012,7.645491009514979,19.6102972523334
separating,12,11,0.0011,7.725533717188516,19.815602743950123
prominently,12,11,0.0011,7.725533717188516,19.815602743950123
proteins,12,12,0.0012,7.645491009514979,19.6102972523334
separated,12,10,0.001,7.812545094178145,20.038782519451516
fluoroscopy,12,12,0.0012,7.645491009514979,19.6102972523334
stacking,12,10,0.001,7.812545094178145,20.038782519451516
ulcer,12,11,0.0011,7.725533717188516,19.815602743950123
cecocolic,12,9,0.0009,7.90785527398247,20.283248303900162
moving,12,11,0.0011,7.725533717188516,19.815602743950123
sat,12,11,0.0011,7.725533717188516,19.815602743950123
regrowth,12,10,0.001,7.812545094178145,20.038782519451516
identification,12,12,0.0012,7.645491009514979,19.6102972523334
respiration,12,7,0.0007,8.130998825296679,20.855600212465227
levels,12,11,0.0011,7.725533717188516,19.815602743950123
labeling,12,12,0.0012,7.645491009514979,19.6102972523334
incisor,12,6,0.0006,8.264530217921202,21.19810147217844
extrusions,12,11,0.0011,7.725533717188516,19.815602743950123
ileocecocolic,12,7,0.0007,8.130998825296679,20.855600212465227
description,12,11,0.0011,7.725533717188516,19.815602743950123
cortisol,12,11,0.0011,7.725533717188516,19.815602743950123
echocardiographic,12,12,0.0012,7.645491009514979,19.6102972523334
infiltrating,12,10,0.001,7.812545094178145,20.038782519451516
device,12,8,0.0008,8.013215789640297,20.55349269083852
addended,12,12,0.0012,7.645491009514979,19.6102972523334
mammillae,12,12,0.0012,7.645491009514979,19.6102972523334
occludes,12,11,0.0011,7.725533717188516,19.815602743950123
tangential,12,12,0.0012,7.645491009514979,19.6102972523334
lymphoplasmacytic,12,12,0.0012,7.645491009514979,19.6102972523334
mediocaudal,12,10,0.001,7.812545094178145,20.038782519451516
anesthetic,12,11,0.0011,7.725533717188516,19.815602743950123
semi-nodular,12,9,0.0009,7.90785527398247,20.283248303900162
sphenopalatine,12,9,0.0009,7.90785527398247,20.283248303900162
need,12,12,0.0012,7.645491009514979,19.6102972523334
coalesce,12,12,0.0012,7.645491009514979,19.6102972523334
cystolith,12,12,0.0012,7.645491009514979,19.6102972523334
cor,12,11,0.0011,7.725533717188516,19.815602743950123
indicator,12,12,0.0012,7.645491009514979,19.6102972523334
subclavian,12,9,0.0009,7.90785527398247,20.283248303900162
gravis,12,12,0.0012,7.645491009514979,19.6102972523334
myasthenia,12,12,0.0012,7.645491009514979,19.6102972523334
typhlitis,12,12,0.0012,7.645491009514979,19.6102972523334
cartilaginous,12,11,0.0011,7.725533717188516,19.815602743950123
pulm,12,12,0.0012,7.645491009514979,19.6102972523334
peristaltic,12,11,0.0011,7.725533717188516,19.815602743950123
w-tse,12,4,0.0004,8.601002454542416,22.061135719303667
damage,12,11,0.0011,7.725533717188516,19.815602743950123
asymmetrical,12,12,0.0012,7.645491009514979,19.6102972523334
osteopathy,12,12,0.0012,7.645491009514979,19.6102972523334
suppress,12,10,0.001,7.812545094178145,20.038782519451516
improving,12,12,0.0012,7.645491009514979,19.6102972523334
tubules,12,12,0.0012,7.645491009514979,19.6102972523334
applicable,12,12,0.0012,7.645491009514979,19.6102972523334
bronchioles,12,10,0.001,7.812545094178145,20.038782519451516
pendulous,12,10,0.001,7.812545094178145,20.038782519451516
mas,12,12,0.0012,7.645491009514979,19.6102972523334
dr,12,8,0.0008,8.013215789640297,20.55349269083852
draining,12,12,0.0012,7.645491009514979,19.6102972523334
oligemia,12,10,0.001,7.812545094178145,20.038782519451516
endoscopic,12,11,0.0011,7.725533717188516,19.815602743950123
articulate,12,12,0.0012,7.645491009514979,19.6102972523334
plates,12,10,0.001,7.812545094178145,20.038782519451516
molar,12,10,0.001,7.812545094178145,20.038782519451516
prandial,12,12,0.0012,7.645491009514979,19.6102972523334
crown,12,8,0.0008,8.013215789640297,20.55349269083852
obturator,12,11,0.0011,7.725533717188516,19.815602743950123
antimicrobial,12,11,0.0011,7.725533717188516,19.815602743950123
incongruent,12,9,0.0009,7.90785527398247,20.283248303900162
cancer,12,12,0.0012,7.645491009514979,19.6102972523334
highlighting,12,11,0.0011,7.725533717188516,19.815602743950123
cardiothoracic,12,12,0.0012,7.645491009514979,19.6102972523334
occasionally,12,12,0.0012,7.645491009514979,19.6102972523334
murmurs,12,12,0.0012,7.645491009514979,19.6102972523334
metatarsus,12,9,0.0009,7.90785527398247,20.283248303900162
hydrometra,12,12,0.0012,7.645491009514979,19.6102972523334
supraglenoid,12,7,0.0007,8.130998825296679,20.855600212465227
pre-existing,12,12,0.0012,7.645491009514979,19.6102972523334
tracheoscopy,12,12,0.0012,7.645491009514979,19.6102972523334
mild-moderate,12,11,0.0011,7.725533717188516,19.815602743950123
fashion,12,11,0.0011,7.725533717188516,19.815602743950123
laceration,12,12,0.0012,7.645491009514979,19.6102972523334
fact,12,12,0.0012,7.645491009514979,19.6102972523334
invasive,12,9,0.0009,7.90785527398247,20.283248303900162
grooves,12,12,0.0012,7.645491009514979,19.6102972523334
tibias,12,11,0.0011,7.725533717188516,19.815602743950123
metacarpals,12,11,0.0011,7.725533717188516,19.815602743950123
overconditioned,12,11,0.0011,7.725533717188516,19.815602743950123
ability,12,12,0.0012,7.645491009514979,19.6102972523334
cirrhosis,12,12,0.0012,7.645491009514979,19.6102972523334
future,12,12,0.0012,7.645491009514979,19.6102972523334
influenced,12,12,0.0012,7.645491009514979,19.6102972523334
excellent,12,11,0.0011,7.725533717188516,19.815602743950123
prolonged,12,12,0.0012,7.645491009514979,19.6102972523334
nondependent,12,12,0.0012,7.645491009514979,19.6102972523334
eg,12,9,0.0009,7.90785527398247,20.283248303900162
vast,12,9,0.0009,7.90785527398247,20.283248303900162
erosion,12,11,0.0011,7.725533717188516,19.815602743950123
fur,12,11,0.0011,7.725533717188516,19.815602743950123
overlies,12,12,0.0012,7.645491009514979,19.6102972523334
therapeutic,12,12,0.0012,7.645491009514979,19.6102972523334
giving,12,12,0.0012,7.645491009514979,19.6102972523334
choleliths,12,9,0.0009,7.90785527398247,20.283248303900162
conservative,12,8,0.0008,8.013215789640297,20.55349269083852
enter,11,11,0.0011,7.725533717188516,19.197230107003154
non-cardiac,11,11,0.0011,7.725533717188516,19.197230107003154
seizure,11,11,0.0011,7.725533717188516,19.197230107003154
trigonal,11,8,0.0008,8.013215789640297,19.912093201863375
malleolus,11,9,0.0009,7.90785527398247,19.65028215588015
month,11,10,0.001,7.812545094178145,19.413445256291894
